model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,orig_MSE,orig_RMSE,orig_MAE,orig_R2,orig_nRMSE,orig_SMAPE,orig_RMSPE
MLP (Diamantini),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""learning_rate"": 0.001, ""units"": 64}",2,standard,42,0.05048013667948712,0.22467785088763673,0.16099916346926726,0.717695313024878,0.02551877340043395,1.8362518725108226,0.02620685311561888,0.03694015186767403,0.19219820984513364,0.14087287421078268,0.7851889063440043,0.021839965041446932,1.613155654094745,0.02226781937522274,57.629,3112820.82661824,1764.3187995989388,985.0615197875746,0.6810636829133079,0.24420361588432332,13.967554933783797,0.21313716737274382
CNN (Diamantini),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""learning_rate"": 0.001, ""units"": 64}",2,standard,42,0.06739038808510864,0.25959658719850043,0.1943386169866841,0.6231265669050903,0.02948482219352159,2.2232983452911084,0.03038306178073322,0.06379629089262571,0.25257927645122774,0.1882481610277656,0.6290174694751771,0.028701217208701512,2.151982554249119,0.02919321803721073,227.829,3881918.777484377,1970.2585559982672,1317.7096211200217,0.6022627234007575,0.2727082337450437,18.57538480722985,0.2836175239996433
RNN (Diamantini),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""learning_rate"": 0.001, ""units"": 64}",2,standard,42,0.050741069742830734,0.22525778508817565,0.16214165876255326,0.7162360731809689,0.025584641973558746,1.8557901617410641,0.026647070580825848,0.03919393249061874,0.19797457536415816,0.14346259812712964,0.7720829212303071,0.022496347955230398,1.6449269161815132,0.02338964826437457,274.989,2029409.1259889004,1424.5733136588303,987.1999978292405,0.792068895527085,0.1971786246152789,14.208763699456156,0.24652852689644983
LSTM (Diamantini / Qureshi),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""learning_rate"": 0.001, ""units"": 64}",2,standard,42,0.09503387130338212,0.30827564176136607,0.24188694947558026,0.4685333864946283,0.035013759549070614,2.773872452203174,0.0353782150258489,0.054057193288826334,0.2325020285692715,0.1708195828655751,0.6856514057672848,0.026419789133883827,1.9548621680685812,0.027237289213128228,929.325,3089188.978156914,1757.6088808824659,1189.894060537554,0.683484977017278,0.24327487986834648,16.877950302777496,0.2800611146053991
GRU (Qureshi),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""learning_rate"": 0.001, ""units"": 64}",2,standard,42,0.054294010324448125,0.2330107515211436,0.16592598411934334,0.6963666384941511,0.026465219176885407,1.9007960570167621,0.02777374172677328,0.039638435332219384,0.1990940364054619,0.14132371576752423,0.7694980877439839,0.022623555123429496,1.6206331562982765,0.023664010616425916,1064.379,1954737.2864946725,1398.1191960969109,968.798504025802,0.799719692924329,0.1935170464667503,13.988360856164759,0.25368372377178533
Transformer (Diamantini),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""heads"": 4, ""learning_rate"": 0.001, ""units"": 32}",2,standard,42,0.15150881717170714,0.38924133538424094,0.3006490258451014,0.15270337960455105,0.044209793695776066,3.4302148277273234,0.044715640322937296,0.1406534733056113,0.37503796248594795,0.2841280180602682,0.1820844013981252,0.042616505099128926,3.236686955206565,0.04387855029996786,3087.526,7499732.10659087,2738.563876668001,1994.7189357904683,0.23158541064777405,0.3790512242824475,27.678579296393668,0.5049945093462346
LightGBM (Zeng),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""n_estimators"": 900, ""num_leaves"": 127, ""subsample"": 0.8}",4,none,42,0.03433820708987355,0.18530571251279207,0.12142208035690884,0.8079673027562777,0.021046909914519338,1.3847770926341865,0.021530946995330428,0.01709541214566128,0.13074942502994527,0.09803889510404,0.9005882760670761,0.014857385373902288,1.1190904418509093,0.01498078328697792,100.294,1031701.556587847,1015.7271073412617,697.137354757285,0.8942929538452712,0.14058923615213145,9.768496719146832,0.13240664331500468
XGBoost (grid Zhao),rossmann,V3_sales_lagged,n/a,17,0,589839,119588,129333,2013-01-08,2014-10-23,2014-10-24,2015-03-12,2015-03-13,2015-07-31,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.1, ""max_bin"": 256, ""max_depth"": 10, ""n_estimators"": 1000, ""subsample"": 0.9}",8,none,42,0.03397505720862911,0.18432324109734266,0.12083340182134279,0.8099981790631445,0.020935321409803778,1.3787226385336802,0.021420419213165936,0.01712688725219936,0.1308697339043652,0.0976507817912812,0.9004052448201391,0.014871056373302462,1.1151490594312445,0.01499310996905031,393.453,1028741.6671247515,1014.2690309403869,692.1449626770868,0.8945962209772149,0.14038742028449452,9.728792457211988,0.1323106330275135
