model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
AR-LRX-g [linear],M01AE,A_lag1,pacf_train,1,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,4.029637058789959,2.007395591005908,1.5812156627765326,-0.0017363715213818,0.5282712655500733,45.62158704026686,4.745509224224198,8.60701532229187,2.933771518419911,2.1423801208084297,-0.0712892206903057,0.5951083017780532,46.5809696524632,0.9944340202142056,6.006,daily,5,origin2,daily|M01AE|A_lag1,-0.0878567241554448,5,linear,0.0,2.007395591005908,0.0,-0.1238997878517311,2.933771518419911,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,2.0073955910059085
AR-LRX-Aug [linear],M01AE,A_lag1,pacf_train,1,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,3.9746536622007778,1.9936533455445,1.5724502958567494,0.0119320724078355,0.5246548217191093,45.5758753421744,4.613245920244026,8.54351791358095,2.9229296798898448,2.171760233897787,-0.0633858898669486,0.5929090616275269,47.39876828050616,0.9891278487936922,5.466,daily,5,origin2,daily|M01AE|A_lag1,-0.1111530338456525,5,linear,0.5,2.007395591005908,0.6846,-0.0002516602889492,2.933771518419911,5.0,True,global,1.0,"{""0"": 0.5}",0.5,0.5,1.9960521076905624
XGBoost,M01AE,A_lag1,pacf_train,1,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.059002907152281,2.014696728332153,1.6007037126223242,-0.009036492588353,0.5301926511865525,46.30621700100359,5.109175050693714,8.38330294256064,2.895393400310334,2.167499707137213,-0.0434444159621987,0.5873233953699603,47.51035058598199,0.9997201363495098,5.459,daily,5,origin2,daily|M01AE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,A_lag1,pacf_train,1,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.052810842355395,2.0131594180182044,1.5996875303335605,-0.0074971935320453,0.5297880887431898,46.3110093918424,5.168640185942608,8.35891905643729,2.8911795268432035,2.157624386582304,-0.040409427248419,0.5864686215516219,47.24851896469176,1.0009292927081834,5.657,daily,5,origin2,daily|M01AE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,7.780318311111111,2.789322195643793,2.1629444444444443,-0.9341265033417634,0.7340450347314322,62.57312009708236,6.984172187896919,10.097930666666665,3.177724133191342,2.4096,-0.2568589539349761,0.6445934867624424,52.55874801313705,1.141566414075273,0.0,daily,5,origin2,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,7.126985483333334,2.669641452205396,2.0540055555555554,-0.7717130535085315,0.7025495496952744,60.90359078153276,2.41125250650973,11.0469127,3.3236896214899487,2.5945,-0.3749758835407271,0.6742022253142342,57.25781742680517,1.1721391602480833,0.0,daily,5,origin2,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,3.984366716235464,1.9960878528350057,1.547731342461952,0.0095174828646227,0.5252954927722433,44.763295572178535,4.64342699731052,6.927687744676303,2.632050102995059,1.922888543742849,0.1377316145867101,0.5339048583550763,42.32690334395999,0.9478345495880216,0.025,daily,5,origin2,daily|M01AE|B_rich,,5,linear,0.0,1.9960878528350057,0.0,,2.632050102995059,,,,,,,,
AR-LRX [linear],M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,3.981738423873755,1.9954293833342625,1.5482374920980857,0.0101708558645488,0.5251222082846005,44.81031100515463,4.614920466190112,6.8508014843486,2.6174035768961192,1.9157125121191407,0.1473014153624712,0.5309338467343818,42.1982900444013,0.9451081652259308,8.497,daily,5,origin2,daily|M01AE|B_rich,0.0057786146852901,5,linear,0.1,1.9960878528350057,0.033,-0.0342664971610791,2.632050102995059,5.0,,,,,,,
AR-LRX-g [linear],M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,3.984366716235464,1.9960878528350057,1.547731342461952,0.0095174828646227,0.5252954927722433,44.763295572178535,4.64342699731052,6.927687744676303,2.632050102995059,1.922888543742849,0.1377316145867101,0.5339048583550763,42.32690334395999,0.9478345495880216,9.854,daily,5,origin2,daily|M01AE|B_rich,-0.0213168183957741,5,linear,0.0,1.9960878528350057,0.0,-0.0732529385452602,2.632050102995059,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,1.9960878528350048
AR-LRX-Aug [linear],M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,3.984366716235464,1.9960878528350057,1.547731342461952,0.0095174828646227,0.5252954927722433,44.763295572178535,4.64342699731052,6.927687744676303,2.632050102995059,1.922888543742849,0.1377316145867101,0.5339048583550763,42.32690334395999,0.9478345495880216,10.104,daily,5,origin2,daily|M01AE|B_rich,-0.0788537627188901,5,linear,0.0,1.9960878528350057,0.0,-0.0889078987437297,2.632050102995059,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,1.9960878528350048
XGBoost,M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.097339237752572,2.0241885380943576,1.602797591559092,-0.0185666056364277,0.5326905396834221,46.26836724361014,4.359165114317106,7.29250919162184,2.7004646251380224,2.0015024143854774,0.0923233901378515,0.5477825750872177,44.16313940455792,0.9834754976745662,9.214,daily,5,origin2,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,B_rich,pacf_train,22,21,1635,180,90,2014-01-23,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.070435288195397,2.017531979472791,1.5765264029553303,-0.0118784934278579,0.5309387829978047,45.5648370801126,4.319061551494894,6.73881492898386,2.595922750966188,1.8783783177411064,0.1612400439267501,0.5265765142837496,41.70895455709218,0.9639303690341848,9.722,daily,5,origin2,daily|M01AE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,7.924555555555556,2.815058712630264,2.2216666666666667,-0.9769721835685858,0.9965789522538054,89.45948200385271,2.452952578999891,8.288555555555556,2.8789851607042984,2.2155555555555555,-0.8327105306475431,0.8662944315058069,75.11732879100147,5.335001108723275,0.0,daily,5,origin2,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,7.741777777777778,2.7824050348175007,2.174444444444445,-0.9313738430802256,0.9850189915766548,87.5933476732772,2.328490367597817,8.41025,2.900043103127952,2.246111111111111,-0.8596188005336203,0.8726308234086112,79.19199500545376,3.9042452122465408,0.0,daily,5,origin2,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,5.38959248426987,2.3215495868643146,1.9652186408763104,-0.3445642910159221,0.8218682773833742,68.73808801424023,2.758365337867168,4.844431302811363,2.201006883862784,1.7342521341687245,-0.0711685774622146,0.6622889319546992,55.41064443201622,3.860571801043404,0.01,daily,5,origin2,daily|N02BA|A_lag1,,5,linear,0.0,2.3215495868643146,0.0,,2.201006883862784,,,,,,,,
AR-LRX [linear],N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.277953264272757,2.297379651749522,1.9433316552220736,-0.3167131855523659,0.8133117067851587,68.26977291563882,2.66923861244646,4.982553541615828,2.2321634217986435,1.734320061401866,-0.1017092524781271,0.671664018595379,55.405633092768745,3.728311758906941,7.278,daily,5,origin2,daily|N02BA|A_lag1,-0.2070609581449414,5,linear,0.5,2.3215495868643146,1.0411,-0.3311249474446129,2.201006883862784,5.0,,,,,,,
AR-LRX-g [linear],N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.281408791797653,2.29813158713718,1.947754967930396,-0.3175752505285509,0.8135779047786259,68.45417080657526,2.7430306465377043,5.027881863685892,2.242293884326025,1.790449323346879,-0.1117319509613037,0.6747123022044207,56.532432039406274,4.001084795364247,6.907,daily,5,origin2,daily|N02BA|A_lag1,-0.1179506744143628,5,linear,1.0,2.3215495868643146,1.0087,-0.3078179732958699,2.201006883862784,5.0,False,global,1.0,"{""0"": 1.0}",1.0,1.0,2.29813158713718
AR-LRX-Aug [linear],N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.271071635674711,2.2958814507013883,1.9460093157828289,-0.3149963967406013,0.8127813179786604,68.3777710206361,2.6637721373780594,5.112950908519072,2.261183519424965,1.8118445842959192,-0.1305418549612107,0.680396244561173,57.01380873061144,3.808655217731789,6.316,daily,5,origin2,daily|N02BA|A_lag1,-0.6407788003029449,5,linear,0.2999999999999999,2.3215495868643146,1.1056,-0.462763908923621,2.201006883862784,5.0,True,global,1.0,"{""0"": 0.3}",0.3,0.3,2.308856562681011
XGBoost,N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,42,5.331336961494687,2.308968809121225,1.9534986694653829,-0.3300310408849363,0.8174144667948087,68.42759592754012,2.733862393163482,5.264434361881295,2.294435521404185,1.8301245371500647,-0.1640368732831569,0.6904018620072773,57.27654343465094,3.937869069452941,5.683,daily,5,origin2,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.281408791797653,2.29813158713718,1.947754967930396,-0.3175752505285509,0.8135779047786259,68.45417080657526,2.7430306465377043,5.027881863685892,2.242293884326025,1.790449323346879,-0.1117319509613037,0.6747123022044207,56.532432039406274,4.001084795364247,5.953,daily,5,origin2,daily|N02BA|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,7.924555555555556,2.815058712630264,2.2216666666666667,-0.9769721835685858,0.9965789522538054,89.45948200385271,2.452952578999891,8.288555555555556,2.8789851607042984,2.2155555555555555,-0.8327105306475431,0.8662944315058069,75.11732879100147,5.335001108723275,0.0,daily,5,origin2,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,7.741777777777778,2.7824050348175007,2.174444444444445,-0.9313738430802256,0.9850189915766548,87.5933476732772,2.328490367597817,8.41025,2.900043103127952,2.246111111111111,-0.8596188005336203,0.8726308234086112,79.19199500545376,3.9042452122465408,0.0,daily,5,origin2,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,5.38959248426987,2.3215495868643146,1.9652186408763104,-0.3445642910159221,0.8218682773833742,68.73808801424023,2.758365337867168,4.844431302811363,2.201006883862784,1.7342521341687245,-0.0711685774622146,0.6622889319546992,55.41064443201622,3.860571801043404,0.008,daily,5,origin2,daily|N02BA|B_rich,,5,linear,0.0,2.3215495868643146,0.0,,2.201006883862784,,,,,,,,
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.277953264272757,2.297379651749522,1.9433316552220736,-0.3167131855523659,0.8133117067851587,68.26977291563882,2.66923861244646,4.982553541615828,2.2321634217986435,1.734320061401866,-0.1017092524781271,0.671664018595379,55.405633092768745,3.728311758906941,6.726,daily,5,origin2,daily|N02BA|B_rich,-0.2070609581449414,5,linear,0.5,2.3215495868643146,1.0411,-0.3311249474446129,2.201006883862784,5.0,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.281408791797653,2.29813158713718,1.947754967930396,-0.3175752505285509,0.8135779047786259,68.45417080657526,2.7430306465377043,5.027881863685892,2.242293884326025,1.790449323346879,-0.1117319509613037,0.6747123022044207,56.532432039406274,4.001084795364247,5.789,daily,5,origin2,daily|N02BA|B_rich,-0.1179506744143628,5,linear,1.0,2.3215495868643146,1.0087,-0.3078179732958699,2.201006883862784,5.0,False,global,1.0,"{""0"": 1.0}",1.0,1.0,2.29813158713718
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.271071635674711,2.2958814507013883,1.9460093157828289,-0.3149963967406013,0.8127813179786604,68.3777710206361,2.6637721373780594,5.112950908519072,2.261183519424965,1.8118445842959192,-0.1305418549612107,0.680396244561173,57.01380873061144,3.808655217731789,7.193,daily,5,origin2,daily|N02BA|B_rich,-0.6407788003029449,5,linear,0.2999999999999999,2.3215495868643146,1.1056,-0.462763908923621,2.201006883862784,5.0,True,global,1.0,"{""0"": 0.3}",0.3,0.3,2.308856562681011
XGBoost,N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,42,5.331336961494687,2.308968809121225,1.9534986694653829,-0.3300310408849363,0.8174144667948087,68.42759592754012,2.733862393163482,5.264434361881295,2.294435521404185,1.8301245371500647,-0.1640368732831569,0.6904018620072773,57.27654343465094,3.937869069452941,6.498,daily,5,origin2,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.281408791797653,2.29813158713718,1.947754967930396,-0.3175752505285509,0.8135779047786259,68.45417080657526,2.7430306465377043,5.027881863685892,2.242293884326025,1.790449323346879,-0.1117319509613037,0.6747123022044207,56.532432039406274,4.001084795364247,6.413,daily,5,origin2,daily|N02BA|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,333.168701811111,18.252909406752423,14.132644444444445,-0.5300918698956509,0.555510247101863,48.111360174541815,0.6597163114952432,354.4655893333334,18.82725655355377,15.165555555555557,0.0344137238293443,0.4990034643548937,43.84350568114541,0.6439433221225815,0.0,daily,5,origin2,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,335.35082181111113,18.312586431498723,14.094577777777774,-0.540113351664457,0.5573264616035828,47.85270687060627,0.6315938353117905,311.5161828,17.649821041585664,13.45028888888889,0.1514105742041829,0.4677963472767732,37.76909964294528,0.6800321832695623,0.0,daily,5,origin2,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,218.14446040256763,14.769714296578917,11.588045001350585,-0.0018379983182772,0.4495024577003182,38.8213530523205,0.5530232709194363,289.9378760249172,17.02756224551586,13.04773167790363,0.2101912217818713,0.4513038065775535,36.371677729585045,0.5430392917664706,0.008,daily,5,origin2,daily|N02BE|A_lag1,,5,linear,0.0,14.769714296578917,0.0,,17.02756224551586,,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,213.90419422016268,14.625463897605528,11.515070751655005,0.0176356100267516,0.4451123315569975,38.13147681364093,0.5573857369851983,300.80171836133115,17.343636249683374,13.349224222995074,0.1805974406584277,0.4596811303062378,37.23017347218829,0.5536280050900075,5.752,daily,5,origin2,daily|N02BE|A_lag1,-0.1302001918624042,5,linear,0.7,14.769714296578917,0.9767,0.0005591393453676,17.02756224551586,5.0,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,217.455104230557,14.746359016060778,11.604205673740305,0.0013279001245298,0.4487916615547479,38.60478769227164,0.5493507252883956,292.2929419264009,17.096576906691027,13.088529398339226,0.203775876026513,0.4531329926259684,36.48821122489457,0.54451392381917,6.648,daily,5,origin2,daily|N02BE|A_lag1,-0.1871354026056897,5,linear,0.1999999999999999,14.769714296578917,0.1581,-0.0993588124595248,17.02756224551586,5.0,False,global,1.0,"{""0"": 0.2}",0.2,0.2,14.82386363325702
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,216.36953267823023,14.709504841368055,11.604970305666049,0.0063134350723679,0.4476700391747718,38.52801472540595,0.5431210074854547,293.3724213367235,17.128117857392372,13.111039915968565,0.2008353070816496,0.4539689637949089,36.45264205518811,0.5395210523029894,6.912,daily,5,origin2,daily|N02BE|A_lag1,-0.2628417208357794,5,linear,0.1999999999999999,14.769714296578917,0.4077,-0.1870478938834989,17.02756224551586,5.0,True,global,1.0,"{""0"": 0.2}",0.2,0.2,14.77919637069652
XGBoost,N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,212.6951718675955,14.58407254053529,11.472965013715957,0.0231880981870409,0.4438526242697053,37.9301022763387,0.5590144181473874,313.3493442702787,17.701676312436593,13.525499140421546,0.1464169285275038,0.4691707355062039,37.64492806351275,0.5552385464110919,6.158,daily,5,origin2,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,214.9117443762117,14.659868497916744,11.549594111813867,0.0130083917619435,0.4461594034289071,38.14223260470538,0.5619979936778385,307.9293619927778,17.547916172377214,13.47843531234122,0.1611812968095871,0.4650954289233741,37.62112640378603,0.5593423670657481,5.672,daily,5,origin2,daily|N02BE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,333.168701811111,18.252909406752423,14.132644444444445,-0.5300918698956509,0.555510247101863,48.111360174541815,0.6597163114952432,354.4655893333334,18.82725655355377,15.165555555555557,0.0344137238293443,0.4990034643548937,43.84350568114541,0.6439433221225815,0.0,daily,5,origin2,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,335.35082181111113,18.312586431498723,14.094577777777774,-0.540113351664457,0.5573264616035828,47.85270687060627,0.6315938353117905,311.5161828,17.649821041585664,13.45028888888889,0.1514105742041829,0.4677963472767732,37.76909964294528,0.6800321832695623,0.0,daily,5,origin2,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,{},0,none,42,218.14446040256763,14.769714296578917,11.588045001350585,-0.0018379983182772,0.4495024577003182,38.8213530523205,0.5530232709194363,289.9378760249172,17.02756224551586,13.04773167790363,0.2101912217818713,0.4513038065775535,36.371677729585045,0.5430392917664706,0.007,daily,5,origin2,daily|N02BE|B_rich,,5,linear,0.0,14.769714296578917,0.0,,17.02756224551586,,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,213.90419422016268,14.625463897605528,11.515070751655005,0.0176356100267516,0.4451123315569975,38.13147681364093,0.5573857369851983,300.80171836133115,17.343636249683374,13.349224222995074,0.1805974406584277,0.4596811303062378,37.23017347218829,0.5536280050900075,5.275,daily,5,origin2,daily|N02BE|B_rich,-0.1302001918624042,5,linear,0.7,14.769714296578917,0.9767,0.0005591393453676,17.02756224551586,5.0,,,,,,,
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,217.455104230557,14.746359016060778,11.604205673740305,0.0013279001245298,0.4487916615547479,38.60478769227164,0.5493507252883956,292.2929419264009,17.096576906691027,13.088529398339226,0.203775876026513,0.4531329926259684,36.48821122489457,0.54451392381917,6.295,daily,5,origin2,daily|N02BE|B_rich,-0.1871354026056897,5,linear,0.1999999999999999,14.769714296578917,0.1581,-0.0993588124595248,17.02756224551586,5.0,False,global,1.0,"{""0"": 0.2}",0.2,0.2,14.82386363325702
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,1655,180,90,2014-01-03,2018-07-15,2018-07-16,2019-01-11,2019-01-12,2019-04-11,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,216.36953267823023,14.709504841368055,11.604970305666049,0.0063134350723679,0.4476700391747718,38.52801472540595,0.5431210074854547,293.3724213367235,17.128117857392372,13.111039915968565,0.2008353070816496,0.4539689637949089,36.45264205518811,0.5395210523029894,6.44,daily,5,origin2,daily|N02BE|B_rich,-0.2628417208357794,5,linear,0.1999999999999999,14.769714296578917,0.4077,-0.1870478938834989,17.02756224551586,5.0,True,global,1.0,"{""0"": 0.2}",0.2,0.2,14.77919637069652
