model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,granularity,n_folds,group,config,resid_test_r2,cross_fit_folds_protocol,stage1,gate_w,stage1_val_RMSE,gate_val_gain_pct,resid_val_r2,stage1_only_test_RMSE,cross_fit_folds,augment_stage1,segment_scheme,n_segments,gate_w_map,gate_w_min,gate_w_max,val_oof_RMSE
XGBoost,M01AE,B_rich,pacf_train,22,21,1459,312,314,2014-01-23,2018-01-20,2018-01-21,2018-11-28,2018-11-29,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.010450250705011,2.002610858530686,1.5898411670036805,-0.0026297526512994,0.518280910206755,43.88304419006916,9.239336590892153,5.001747363845778,2.236458665803099,1.7271177625595389,0.097811052991016,0.5828413198620376,49.83094658199001,3.890056635293408,8.972,daily,5,seed42,daily|M01AE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",M01AE,B_rich,pacf_train,22,21,1459,312,314,2014-01-23,2018-01-20,2018-01-21,2018-11-28,2018-11-29,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,4.059169020173665,2.014737953227085,1.5890344368143026,-0.0148096538415076,0.5214194339247503,43.8128125073618,8.898100968362245,4.7595754619203126,2.181645127402785,1.6876985784847334,0.1414927500660374,0.5685564168785633,49.13630372193194,3.847902698083476,10.084,daily,5,seed42,daily|M01AE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,8.334103174603174,2.886884683288055,2.2893650793650795,-0.9287620753697006,0.9162404788269394,82.69963604275131,2.342371831447952,7.760276025236593,2.7857271986389107,2.134542586750789,-1.0094483557731615,0.9089347145988728,77.96042411378919,4.514916652855951,0.0,daily,5,seed42,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,7.847873015873016,2.801405542914666,2.178730158730158,-0.8162337960321493,0.8891110791114557,79.36972426456744,2.511528605299084,7.255528391167193,2.693608804404825,2.1228706624605675,-0.8787488419848966,0.8788780721489677,78.63586500450135,5.112774483243222,0.0,daily,5,seed42,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,5.2531433805716725,2.2919736867101403,1.905808851129704,-0.2157353366828771,0.7274274169407499,62.32415222541202,3.320251974157873,4.645671054039993,2.155381881254455,1.7629831366345512,-0.2029515484559096,0.7032639147317814,59.40873592073984,4.295684500120711,0.014,daily,5,seed42,daily|N02BA|A_lag1,,5,linear,0.0,2.2919736867101403,0.0,,2.155381881254455,,,,,,,,
AR-LRX [linear],N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.230464309152608,2.2870208370613083,1.897433677620708,-0.2104867176123823,0.7258554797726067,62.23584709695516,3.2195266456389526,4.624400028412417,2.15044182167582,1.752006446650938,-0.1974436222772608,0.7016520585366012,59.11961957657804,4.260234444535585,13.067,daily,5,seed42,daily|N02BA|A_lag1,-0.2325094127032789,5,linear,0.2,2.2919736867101403,0.2161,-0.3210587323892546,2.155381881254455,5.0,,,,,,,
AR-LRX-g [linear],N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,5.235688155625422,2.2881626156428267,1.9005145504024017,-0.211695672763672,0.7262178578614513,62.25977063200355,3.2681861786222406,4.629337061237442,2.151589426734906,1.7552422087751087,-0.1987220191358758,0.702026502264387,59.21935713157299,4.269072011972654,8.179,daily,5,seed42,daily|N02BA|A_lag1,-0.2482201867430615,5,linear,0.0999999999999999,2.2919736867101403,0.1663,-0.362975885996049,2.155381881254455,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,2.2983089780002515
AR-LRX-Aug [linear],N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.2531433805716725,2.2919736867101403,1.905808851129704,-0.2157353366828771,0.7274274169407499,62.32415222541202,3.320251974157873,4.645671054039993,2.155381881254455,1.7629831366345512,-0.2029515484559096,0.7032639147317814,59.40873592073984,4.295684500120711,8.323,daily,5,seed42,daily|N02BA|A_lag1,-0.3039779820240817,5,linear,0.0,2.2919736867101403,0.0,-0.2693269253890327,2.155381881254455,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.2919736867101403
XGBoost,N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.331220175999178,2.308943519447624,1.9189018702128573,-0.2338046548604915,0.732813308439296,62.54711440172541,3.317541156670962,4.67996274712004,2.163322155186333,1.7687966103057378,-0.2118310504288152,0.7058546890989322,59.417350130956606,4.196046041834413,7.0,daily,5,seed42,daily|N02BA|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.291299172309176,2.300282411424557,1.910696164630286,-0.2245657342094238,0.7300644429206403,62.45950919532785,3.2493799840221524,4.643632404861224,2.154908908715453,1.758859426776177,-0.2024236599855828,0.7031095919538867,59.25933036986437,4.172618641620661,6.155,daily,5,seed42,daily|N02BA|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,8.334103174603174,2.886884683288055,2.2893650793650795,-0.9287620753697006,0.9162404788269394,82.69963604275131,2.342371831447952,7.760276025236593,2.7857271986389107,2.134542586750789,-1.0094483557731615,0.9089347145988728,77.96042411378919,4.514916652855951,0.0,daily,5,seed42,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,7.847873015873016,2.801405542914666,2.178730158730158,-0.8162337960321493,0.8891110791114557,79.36972426456744,2.511528605299084,7.255528391167193,2.693608804404825,2.1228706624605675,-0.8787488419848966,0.8788780721489677,78.63586500450135,5.112774483243222,0.0,daily,5,seed42,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,5.2531433805716725,2.2919736867101403,1.905808851129704,-0.2157353366828771,0.7274274169407499,62.32415222541202,3.320251974157873,4.645671054039993,2.155381881254455,1.7629831366345512,-0.2029515484559096,0.7032639147317814,59.40873592073984,4.295684500120711,0.008,daily,5,seed42,daily|N02BA|B_rich,,5,linear,0.0,2.2919736867101403,0.0,,2.155381881254455,,,,,,,,
AR-LRX [linear],N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,5.230464309152608,2.2870208370613083,1.897433677620708,-0.2104867176123823,0.7258554797726067,62.23584709695516,3.2195266456389526,4.624400028412417,2.15044182167582,1.752006446650938,-0.1974436222772608,0.7016520585366012,59.11961957657804,4.260234444535585,7.902,daily,5,seed42,daily|N02BA|B_rich,-0.2325094127032789,5,linear,0.2,2.2919736867101403,0.2161,-0.3210587323892546,2.155381881254455,5.0,,,,,,,
AR-LRX-g [linear],N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,5.235688155625422,2.2881626156428267,1.9005145504024017,-0.211695672763672,0.7262178578614513,62.25977063200355,3.2681861786222406,4.629337061237442,2.151589426734906,1.7552422087751087,-0.1987220191358758,0.702026502264387,59.21935713157299,4.269072011972654,9.727,daily,5,seed42,daily|N02BA|B_rich,-0.2482201867430615,5,linear,0.0999999999999999,2.2919736867101403,0.1663,-0.362975885996049,2.155381881254455,5.0,False,global,1.0,"{""0"": 0.1}",0.1,0.1,2.2983089780002515
AR-LRX-Aug [linear],N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,5.2531433805716725,2.2919736867101403,1.905808851129704,-0.2157353366828771,0.7274274169407499,62.32415222541202,3.320251974157873,4.645671054039993,2.155381881254455,1.7629831366345512,-0.2029515484559096,0.7032639147317814,59.40873592073984,4.295684500120711,15.356,daily,5,seed42,daily|N02BA|B_rich,-0.3039779820240817,5,linear,0.0,2.2919736867101403,0.0,-0.2693269253890327,2.155381881254455,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,2.2919736867101403
XGBoost,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.331220175999178,2.308943519447624,1.9189018702128573,-0.2338046548604915,0.732813308439296,62.54711440172541,3.317541156670962,4.67996274712004,2.163322155186333,1.7687966103057378,-0.2118310504288152,0.7058546890989322,59.417350130956606,4.196046041834413,11.875,daily,5,seed42,daily|N02BA|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.291299172309176,2.300282411424557,1.910696164630286,-0.2245657342094238,0.7300644429206403,62.45950919532785,3.2493799840221524,4.643632404861224,2.154908908715453,1.758859426776177,-0.2024236599855828,0.7031095919538867,59.25933036986437,4.172618641620661,7.193,daily,5,seed42,daily|N02BA|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,217.44338421587304,14.745961623979396,11.26143492063492,-0.1773857646180414,0.4949864836135261,39.65327459694022,0.6401810403773499,267.6145699621451,16.358929364788672,12.260832807570978,0.0353746408762239,0.5550064058152501,45.59922383129986,0.6090563105445783,0.0,daily,5,seed42,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,230.10919060634924,15.169350368633102,11.791273015873015,-0.2459670194367673,0.5091986259791271,41.05185459429482,0.6799729413046828,266.48052583596217,16.32423124793208,11.935097791798109,0.0394623395491182,0.5538292091481757,44.49239311465449,0.6478070977049389,0.0,daily,5,seed42,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.1684634804719228,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691215,11.141617867165255,0.2588274728647224,0.4864949256836939,40.123373437841536,0.62185815126519,0.008,daily,5,seed42,daily|N02BE|A_lag1,,5,linear,0.0,12.392370028709518,0.0,,14.339539223691215,,,,,,,,
AR-LRX [linear],N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.1684634804719228,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691215,11.141617867165255,0.2588274728647224,0.4864949256836939,40.123373437841536,0.62185815126519,6.83,daily,5,seed42,daily|N02BE|A_lag1,0.01549479352617,5,linear,0.0,12.392370028709518,0.0,-0.0358840175845072,14.339539223691215,5.0,,,,,,,
AR-LRX-g [linear],N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.1684634804719228,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691215,11.141617867165255,0.2588274728647224,0.4864949256836939,40.123373437841536,0.62185815126519,7.151,daily,5,seed42,daily|N02BE|A_lag1,-0.0564206232542503,5,linear,0.0,12.392370028709518,0.0,-0.1003431976378654,14.339539223691215,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,12.397536255518135
AR-LRX-Aug [linear],N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,152.98155173700857,12.368571127539695,9.83292444306996,0.1716542588138031,0.4151831997032202,34.4160015250496,0.6025201067232765,206.24563295045257,14.361254574390518,11.141811597086908,0.2565809560343337,0.4872316584168628,40.05327256609333,0.6215266207366177,8.454,daily,5,seed42,daily|N02BE|A_lag1,-0.1999735287633499,5,linear,0.0999999999999999,12.392370028709518,0.192,-0.282741842008676,14.339539223691215,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,12.368571127539694
XGBoost,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,156.3816289320099,12.505264048871975,9.946712917654857,0.1532439378816074,0.4197716524735772,34.66386722907912,0.5987058025031782,203.4899291194104,14.26498962913785,10.946068590952397,0.2665139794793347,0.483965695218459,39.07560741324525,0.6022380834744682,6.987,daily,5,seed42,daily|N02BE|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,159.05322247268745,12.611630444660491,10.002369149886784,0.1387781208829329,0.4233421166839537,34.79414263425038,0.600545415162171,202.36899724644908,14.22564575850422,10.94033012134183,0.2705544146120763,0.4826308829123291,39.056518346656624,0.6012197962831002,7.007,daily,5,seed42,daily|N02BE|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,217.44338421587304,14.745961623979396,11.26143492063492,-0.1773857646180414,0.4949864836135261,39.65327459694022,0.6401810403773499,267.6145699621451,16.358929364788672,12.260832807570978,0.0353746408762239,0.5550064058152501,45.59922383129986,0.6090563105445783,0.0,daily,5,seed42,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,230.10919060634924,15.169350368633102,11.791273015873015,-0.2459670194367673,0.5091986259791271,41.05185459429482,0.6799729413046828,266.48052583596217,16.32423124793208,11.935097791798109,0.0394623395491182,0.5538292091481757,44.49239311465449,0.6478070977049389,0.0,daily,5,seed42,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
S1 [linear],N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.1684634804719228,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691215,11.141617867165255,0.2588274728647224,0.4864949256836939,40.123373437841536,0.62185815126519,0.008,daily,5,seed42,daily|N02BE|B_rich,,5,linear,0.0,12.392370028709518,0.0,,14.339539223691215,,,,,,,,
AR-LRX [linear],N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",132,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.1684634804719228,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691215,11.141617867165255,0.2588274728647224,0.4864949256836939,40.123373437841536,0.62185815126519,6.939,daily,5,seed42,daily|N02BE|B_rich,0.01549479352617,5,linear,0.0,12.392370028709518,0.0,-0.0358840175845072,14.339539223691215,5.0,,,,,,,
AR-LRX-g [linear],N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.1684634804719228,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691215,11.141617867165255,0.2588274728647224,0.4864949256836939,40.123373437841536,0.62185815126519,6.695,daily,5,seed42,daily|N02BE|B_rich,-0.0564206232542503,5,linear,0.0,12.392370028709518,0.0,-0.1003431976378654,14.339539223691215,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,12.397536255518135
AR-LRX-Aug [linear],N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,152.98155173700857,12.368571127539695,9.83292444306996,0.1716542588138031,0.4151831997032202,34.4160015250496,0.6025201067232765,206.24563295045257,14.361254574390518,11.141811597086908,0.2565809560343337,0.4872316584168628,40.05327256609333,0.6215266207366177,6.941,daily,5,seed42,daily|N02BE|B_rich,-0.1999735287633499,5,linear,0.0999999999999999,12.392370028709518,0.192,-0.282741842008676,14.339539223691215,5.0,True,global,1.0,"{""0"": 0.1}",0.1,0.1,12.368571127539694
XGBoost,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,156.3816289320099,12.505264048871975,9.946712917654857,0.1532439378816074,0.4197716524735772,34.66386722907912,0.5987058025031782,203.4899291194104,14.26498962913785,10.946068590952397,0.2665139794793347,0.483965695218459,39.07560741324525,0.6022380834744682,6.825,daily,5,seed42,daily|N02BE|B_rich,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,159.05322247268745,12.611630444660491,10.002369149886784,0.1387781208829329,0.4233421166839537,34.79414263425038,0.600545415162171,202.36899724644908,14.22564575850422,10.94033012134183,0.2705544146120763,0.4826308829123291,39.056518346656624,0.6012197962831002,6.142,daily,5,seed42,daily|N02BE|B_rich,,5,,,,,,,5.0,,,,,,,
Naive,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,36.112,6.009326085344346,4.477460317460317,-0.5700891855747092,0.6556309631765964,51.48284895274944,1.037593235641704,34.789652996845426,5.898275425651589,4.513564668769717,-0.8613666472123493,0.6920910978425946,58.41854125142585,1.4696289793176036,0.0,daily,5,seed42,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
SeasonalNaive(s=7),N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,42.73676190476191,6.5373359944829135,4.9523809523809526,-0.8581227207894293,0.7132380293232605,55.1438964833201,1.2884391726352744,33.49817034700316,5.7877603912915365,4.490220820189275,-0.7922678628672513,0.6791234986820466,58.98982476196507,1.3497836088745436,0.0,daily,5,seed42,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
S1 [linear],N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,22.121535572971776,4.703353651701281,3.4966883742269155,0.0381927400468207,0.5131464395559379,39.37344562383443,0.8682197354640178,19.65860909717409,4.433803006130751,3.492097883087328,-0.0518035148951647,0.5202530178203465,44.6846688968021,1.2961836959440327,0.01,daily,5,seed42,daily|N05B|A_lag1,,5,linear,0.0,4.703353651701281,0.0,,4.433803006130751,,,,,,,,
AR-LRX [linear],N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",132,none,42,22.10774987857504,4.701887905785828,3.494233499488412,0.0387921189150073,0.5129865233868578,39.34498570944101,0.8683921553124293,19.678215520328784,4.436013471612635,3.489299279086933,-0.0528525262818144,0.5205123891402151,44.652227133530346,1.2942116064786042,6.879,daily,5,seed42,daily|N05B|A_lag1,-0.093064108117352,5,linear,0.1,4.703353651701281,0.0312,-0.0265945307878152,4.433803006130751,5.0,,,,,,,
AR-LRX-g [linear],N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,22.121535572971776,4.703353651701281,3.4966883742269155,0.0381927400468207,0.5131464395559379,39.37344562383443,0.8682197354640178,19.65860909717409,4.433803006130751,3.492097883087328,-0.0518035148951647,0.5202530178203465,44.6846688968021,1.2961836959440327,6.742,daily,5,seed42,daily|N05B|A_lag1,-0.0510878848335345,5,linear,0.0,4.703353651701281,0.0,-0.0397453131444847,4.433803006130751,5.0,False,global,1.0,"{""0"": 0.0}",0.0,0.0,4.721266805762297
AR-LRX-Aug [linear],N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",132,none,42,22.121535572971776,4.703353651701281,3.4966883742269155,0.0381927400468207,0.5131464395559379,39.37344562383443,0.8682197354640178,19.65860909717409,4.433803006130751,3.492097883087328,-0.0518035148951647,0.5202530178203465,44.6846688968021,1.2961836959440327,8.054,daily,5,seed42,daily|N05B|A_lag1,-0.0204201237540011,5,linear,0.0,4.703353651701281,0.0,-0.0907880651016519,4.433803006130751,5.0,True,global,1.0,"{""0"": 0.0}",0.0,0.0,4.703353651701281
XGBoost,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,22.54809776265884,4.748483733009816,3.513976276639908,0.0196465315564927,0.5180702327161583,39.508421515890255,0.8808568297522316,19.87770140679056,4.458441589478386,3.49944596756896,-0.063525710509412,0.5231440568050963,44.77593477520431,1.2772689667062351,7.313,daily,5,seed42,daily|N05B|A_lag1,,5,,,,,,,,,,,,,,
"LR-XGB (residual, tanpa gerbang)",N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,22.4817847056052,4.741496040872037,3.516905800497767,0.0225297120433756,0.5173078598208269,39.52596424193362,0.878376853860614,20.16949514709152,4.49104610832393,3.519230915716045,-0.0791376838772064,0.5269698017244173,44.89894351903723,1.2859621683890237,7.026,daily,5,seed42,daily|N05B|A_lag1,,5,,,,,,,5.0,,,,,,,
Naive,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,36.112,6.009326085344346,4.477460317460317,-0.5700891855747092,0.6556309631765964,51.48284895274944,1.037593235641704,34.789652996845426,5.898275425651589,4.513564668769717,-0.8613666472123493,0.6920910978425946,58.41854125142585,1.4696289793176036,0.0,daily,5,seed42,daily|N05B|B_rich,,5,,,,,,,,,,,,,,
