model,platform,orig_RMSE_archived,orig_MAE_archived,orig_RMSPE_archived,orig_R2_archived,test_RMSE_archived,val_RMSE_archived,val_R2_archived,orig_RMSE_freq0,orig_MAE_freq0,orig_RMSPE_freq0,orig_R2_freq0,test_RMSE_freq0,val_RMSE_freq0,val_R2_freq0,orig_RMSE_freq1,orig_MAE_freq1,orig_RMSPE_freq1,orig_R2_freq1,test_RMSE_freq1,val_RMSE_freq1,val_R2_freq1,params_freq0,params_freq1,orig_RMSE_change_pct
LightGBM (Zeng),Windows-10-10.0.22621-SP0,1015.7271073412616,697.137354757285,0.1324066433150046,0.8942929538452712,0.1307494250299452,0.185305712512792,0.8079673027562777,1015.7271073412617,697.137354757285,0.13240664331500468,0.8942929538452712,0.13074942502994527,0.18530571251279207,0.8079673027562777,1009.9881415031263,692.4867724273809,0.13177632290706323,0.8954840913199338,0.12985609463207828,0.18478726342539098,0.8090403393265091,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""n_estimators"": 900, ""num_leaves"": 127, ""subsample"": 0.8}","{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""n_estimators"": 900, ""num_leaves"": 127, ""subsample"": 0.8}",-0.5650106014358114
