config,stage1,learner,setting,subsampled,val_r2,test_r2_refit,is_best_on_val,runtime_s
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0243514096058468,,False,0.38
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0251963256549458,,False,0.81
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0213972484901778,,False,0.31
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0248743923377645,,False,0.58
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0257960447959384,,False,0.78
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0216234009870628,,False,0.11
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0244727280331487,,False,0.31
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0246487047295531,,False,0.55
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.021284241583336,-0.014032762004851,True,0.17
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0247829525003684,,False,0.49
pharma|daily|N05C|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0253865451253936,,False,0.78
pharma|daily|N05C|A_lag1,linear,LightGBM,"leaves=15,n=100",False,-0.0057454823723921,-0.0147669371950789,True,0.12
pharma|daily|N05C|A_lag1,linear,LightGBM,"leaves=15,n=400",False,-0.0064974496411507,,False,0.36
pharma|daily|N05C|A_lag1,linear,LightGBM,"leaves=63,n=100",False,-0.0057454823723921,,False,0.11
pharma|daily|N05C|A_lag1,linear,LightGBM,"leaves=63,n=400",False,-0.0064974496411507,,False,0.46
pharma|daily|N05C|A_lag1,linear,RandomForest,"depth=6,leaf=5",False,-0.0068668909982634,,False,0.66
pharma|daily|N05C|A_lag1,linear,RandomForest,"depth=6,leaf=50",False,-0.0065171316669929,-0.0159302488270902,True,0.61
pharma|daily|N05C|A_lag1,linear,RandomForest,"depth=None,leaf=5",False,-0.0068585934294036,,False,0.58
pharma|daily|N05C|A_lag1,linear,RandomForest,"depth=None,leaf=50",False,-0.0065171316669929,,False,0.58
pharma|daily|N05C|A_lag1,linear,kNN,k=10,False,-0.1808377072378537,,False,0.01
pharma|daily|N05C|A_lag1,linear,kNN,k=50,False,-0.0524632380434029,,False,0.02
pharma|daily|N05C|A_lag1,linear,kNN,k=200,False,-0.0031910803219026,0.0111155805386619,True,0.03
pharma|daily|N05C|A_lag1,linear,Ridge,alpha=0.1,False,-0.0033528484196103,-0.0145691248446693,True,0.0
pharma|daily|N05C|A_lag1,linear,Ridge,alpha=10,False,-0.0033530321171213,,False,0.0
pharma|daily|N05C|A_lag1,linear,Ridge,alpha=1000,False,-0.0033648235678269,,False,0.0
pharma|daily|N05C|A_lag1,linear,MLP,"hidden=(32,)",False,-0.0090911446194379,-0.0526700118860818,True,0.14
pharma|daily|N05C|A_lag1,linear,MLP,"hidden=(64, 32)",False,-0.0329063945641601,,False,0.11
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0307640772617681,,False,0.13
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.034223909443982,,False,0.35
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0284474114273471,,False,0.71
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0168836176139626,-0.0343724876023834,True,0.39
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0631476083480739,,False,0.94
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.1047199752433887,,False,0.89
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0448949528817472,,False,0.12
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0642000738134891,,False,0.31
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0812284718548195,,False,0.67
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0433414681131538,,False,0.18
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.137836560017341,,False,0.54
pharma|daily|N05C|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.177547049772621,,False,0.89
pharma|daily|N05C|B_rich,linear,LightGBM,"leaves=15,n=100",False,-0.032960572199336,-0.0465957001638233,True,0.3
pharma|daily|N05C|B_rich,linear,LightGBM,"leaves=15,n=400",False,-0.0653816805733253,,False,1.01
pharma|daily|N05C|B_rich,linear,LightGBM,"leaves=63,n=100",False,-0.0433051476877668,,False,0.52
pharma|daily|N05C|B_rich,linear,LightGBM,"leaves=63,n=400",False,-0.0873161325485094,,False,2.11
pharma|daily|N05C|B_rich,linear,RandomForest,"depth=6,leaf=5",False,-0.0105340513329807,,False,0.75
pharma|daily|N05C|B_rich,linear,RandomForest,"depth=6,leaf=50",False,-0.0057408528304969,-0.0128701459287261,True,0.63
pharma|daily|N05C|B_rich,linear,RandomForest,"depth=None,leaf=5",False,-0.0262439086226127,,False,0.61
pharma|daily|N05C|B_rich,linear,RandomForest,"depth=None,leaf=50",False,-0.0067474050098019,,False,0.67
pharma|daily|N05C|B_rich,linear,kNN,k=10,False,-0.0257326219039033,,False,0.01
pharma|daily|N05C|B_rich,linear,kNN,k=50,False,-0.027043024879348,,False,0.02
pharma|daily|N05C|B_rich,linear,kNN,k=200,False,0.0006197385341318,-0.0139306636518179,True,0.04
pharma|daily|N05C|B_rich,linear,Ridge,alpha=0.1,False,-0.0009207673157787,-0.0105911634017448,True,0.01
pharma|daily|N05C|B_rich,linear,Ridge,alpha=10,False,-0.0009274355202124,,False,0.0
pharma|daily|N05C|B_rich,linear,Ridge,alpha=1000,False,-0.0013768529575666,,False,0.01
pharma|daily|N05C|B_rich,linear,MLP,"hidden=(32,)",False,-0.0292277137376311,-0.0269124938612521,True,0.19
pharma|daily|N05C|B_rich,linear,MLP,"hidden=(64, 32)",False,-0.0455251713948687,,False,0.14
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0540157087435295,-0.0798517401990888,True,0.13
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0669515233805817,,False,0.36
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0680206776416216,,False,0.72
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0666800965392768,,False,0.36
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0690894089421738,,False,0.71
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0667839537154135,,False,0.99
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0649000490715785,,False,0.12
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0663856858591986,,False,0.37
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0677810902039097,,False,0.56
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.0706041933579857,,False,0.16
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.0680785409632225,,False,0.55
pharma|daily|R03|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.0674564952640282,,False,0.85
pharma|daily|R03|A_lag1,linear,LightGBM,"leaves=15,n=100",False,-0.0633962660733504,-0.0776393312310188,True,0.26
pharma|daily|R03|A_lag1,linear,LightGBM,"leaves=15,n=400",False,-0.0751061600200921,,False,1.1
pharma|daily|R03|A_lag1,linear,LightGBM,"leaves=63,n=100",False,-0.0634622630943753,,False,0.24
pharma|daily|R03|A_lag1,linear,LightGBM,"leaves=63,n=400",False,-0.0752645142661549,,False,1.07
pharma|daily|R03|A_lag1,linear,RandomForest,"depth=6,leaf=5",False,-0.0560808527792173,,False,0.8
pharma|daily|R03|A_lag1,linear,RandomForest,"depth=6,leaf=50",False,-0.0546230899278976,-0.0726618356786263,True,0.69
pharma|daily|R03|A_lag1,linear,RandomForest,"depth=None,leaf=5",False,-0.0625400216955345,,False,0.61
pharma|daily|R03|A_lag1,linear,RandomForest,"depth=None,leaf=50",False,-0.0547492817765622,,False,0.59
pharma|daily|R03|A_lag1,linear,kNN,k=10,False,-0.164984522901693,,False,0.01
pharma|daily|R03|A_lag1,linear,kNN,k=50,False,-0.1088157402676242,,False,0.01
pharma|daily|R03|A_lag1,linear,kNN,k=200,False,-0.0584201224580605,-0.0585407692211756,True,0.02
pharma|daily|R03|A_lag1,linear,Ridge,alpha=0.1,False,-0.063365038226868,-0.0518357067587766,True,0.0
pharma|daily|R03|A_lag1,linear,Ridge,alpha=10,False,-0.0633698337545658,,False,0.01
pharma|daily|R03|A_lag1,linear,Ridge,alpha=1000,False,-0.0636657913613829,,False,0.01
pharma|daily|R03|A_lag1,linear,MLP,"hidden=(32,)",False,-0.0635581482821743,,False,0.62
pharma|daily|R03|A_lag1,linear,MLP,"hidden=(64, 32)",False,-0.0593115204976768,-0.0506382745287381,True,0.19
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.088748669641681,-0.0459051027548118,True,0.13
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.1186229823400815,,False,0.86
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.1261417465199126,,False,0.99
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.1136782710415549,,False,0.18
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.1370715891442602,,False,0.54
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.1337656769237147,,False,1.01
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.1118131572340688,,False,0.13
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.133937155749741,,False,0.43
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.1350078602907598,,False,0.65
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.1333706319417245,,False,0.18
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.1401715550114759,,False,0.55
pharma|daily|R06|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.1319669004901817,,False,1.12
pharma|daily|R06|A_lag1,linear,LightGBM,"leaves=15,n=100",False,-0.0712186862025481,-0.0667831562890355,True,0.25
pharma|daily|R06|A_lag1,linear,LightGBM,"leaves=15,n=400",False,-0.0881812058524018,,False,0.74
pharma|daily|R06|A_lag1,linear,LightGBM,"leaves=63,n=100",False,-0.0712186862025481,,False,0.21
pharma|daily|R06|A_lag1,linear,LightGBM,"leaves=63,n=400",False,-0.0881812058524018,,False,0.75
pharma|daily|R06|A_lag1,linear,RandomForest,"depth=6,leaf=5",False,-0.0750415382781224,,False,0.74
pharma|daily|R06|A_lag1,linear,RandomForest,"depth=6,leaf=50",False,-0.053803501684243,-0.0537116405594788,True,0.56
pharma|daily|R06|A_lag1,linear,RandomForest,"depth=None,leaf=5",False,-0.0823306074239818,,False,0.59
pharma|daily|R06|A_lag1,linear,RandomForest,"depth=None,leaf=50",False,-0.053803501684243,,False,0.55
pharma|daily|R06|A_lag1,linear,kNN,k=10,False,-0.2565312860024185,,False,0.01
pharma|daily|R06|A_lag1,linear,kNN,k=50,False,-0.102664002307381,,False,0.01
pharma|daily|R06|A_lag1,linear,kNN,k=200,False,-0.0446336691085194,-0.0463942934840639,True,0.03
pharma|daily|R06|A_lag1,linear,Ridge,alpha=0.1,False,-0.0560273847861041,-0.0451224727441121,True,0.01
pharma|daily|R06|A_lag1,linear,Ridge,alpha=10,False,-0.0560343956676021,,False,0.01
pharma|daily|R06|A_lag1,linear,Ridge,alpha=1000,False,-0.0564546406959098,,False,0.01
pharma|daily|R06|A_lag1,linear,MLP,"hidden=(32,)",False,-0.0569323447127281,-0.0500035850580395,True,0.09
pharma|daily|R06|A_lag1,linear,MLP,"hidden=(64, 32)",False,-0.059269404712434,,False,0.18
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.2503921726089466,-0.0701408892297246,True,0.12
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.4362422249820492,,False,0.34
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.5912209229975385,,False,2.22
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.4725728756569118,,False,0.26
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.907308736199306,,False,0.59
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-1.1840036650816077,,False,1.49
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.3954294991493001,,False,0.27
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.7319301657502411,,False,0.6
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.9795996270153108,,False,0.77
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.7202379928807505,,False,0.19
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-1.335947082120304,,False,0.63
pharma|weekly|M01AB|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-1.5161491900382922,,False,0.96
pharma|weekly|M01AB|A_lag1,linear,LightGBM,"leaves=15,n=100",False,-0.1165109618499242,0.0134794608196541,True,0.12
pharma|weekly|M01AB|A_lag1,linear,LightGBM,"leaves=15,n=400",False,-0.15408648401826,,False,0.44
pharma|weekly|M01AB|A_lag1,linear,LightGBM,"leaves=63,n=100",False,-0.1165109618499242,,False,0.11
pharma|weekly|M01AB|A_lag1,linear,LightGBM,"leaves=63,n=400",False,-0.15408648401826,,False,0.54
pharma|weekly|M01AB|A_lag1,linear,RandomForest,"depth=6,leaf=5",False,-0.1843982472824616,,False,0.83
pharma|weekly|M01AB|A_lag1,linear,RandomForest,"depth=6,leaf=50",False,-0.1331846887326586,-0.0408169306933436,True,0.57
pharma|weekly|M01AB|A_lag1,linear,RandomForest,"depth=None,leaf=5",False,-0.229507046721179,,False,0.56
pharma|weekly|M01AB|A_lag1,linear,RandomForest,"depth=None,leaf=50",False,-0.1331846887326586,,False,0.63
pharma|weekly|M01AB|A_lag1,linear,kNN,k=10,False,-0.082382313046512,,False,0.0
pharma|weekly|M01AB|A_lag1,linear,kNN,k=50,False,-0.08811942635532,,False,0.0
pharma|weekly|M01AB|A_lag1,linear,kNN,k=200,False,-0.012415847802927,-0.0139327691430766,True,0.01
pharma|weekly|M01AB|A_lag1,linear,Ridge,alpha=0.1,False,-0.0824156246256071,,False,0.0
pharma|weekly|M01AB|A_lag1,linear,Ridge,alpha=10,False,-0.0784037907192098,,False,0.0
pharma|weekly|M01AB|A_lag1,linear,Ridge,alpha=1000,False,-0.0136402338406962,-0.0361678337185946,True,0.0
pharma|weekly|M01AB|A_lag1,linear,MLP,"hidden=(32,)",False,-0.0167514173146237,-0.0285797150596305,True,0.02
pharma|weekly|M01AB|A_lag1,linear,MLP,"hidden=(64, 32)",False,-0.0305022244949866,,False,0.03
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.2303714389721964,-0.2131973818833226,True,0.15
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.4522086009797224,,False,0.39
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.5660050554835947,,False,1.17
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.3858979607673614,,False,0.33
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.6527346023984066,,False,0.61
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.7323787808839592,,False,1.12
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.3856235390287088,,False,0.16
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.650301908828619,,False,0.41
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.7800141821048223,,False,0.78
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.5018257985392034,,False,0.23
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.6835078567616621,,False,0.8
pharma|weekly|M01AB|B_rich,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.70727990023905,,False,1.35
pharma|weekly|M01AB|B_rich,linear,LightGBM,"leaves=15,n=100",False,-0.2371563344188503,-0.1628653340634838,True,0.12
pharma|weekly|M01AB|B_rich,linear,LightGBM,"leaves=15,n=400",False,-0.3347154589353571,,False,0.62
pharma|weekly|M01AB|B_rich,linear,LightGBM,"leaves=63,n=100",False,-0.2371563344188503,,False,0.12
pharma|weekly|M01AB|B_rich,linear,LightGBM,"leaves=63,n=400",False,-0.3347154589353571,,False,0.34
pharma|weekly|M01AB|B_rich,linear,RandomForest,"depth=6,leaf=5",False,-0.2305054594453819,,False,0.88
pharma|weekly|M01AB|B_rich,linear,RandomForest,"depth=6,leaf=50",False,-0.0736771004275074,-0.0497205720519431,True,0.61
pharma|weekly|M01AB|B_rich,linear,RandomForest,"depth=None,leaf=5",False,-0.2474982740870408,,False,0.65
pharma|weekly|M01AB|B_rich,linear,RandomForest,"depth=None,leaf=50",False,-0.0736771004275074,,False,0.68
pharma|weekly|M01AB|B_rich,linear,kNN,k=10,False,-0.270160713305128,,False,0.01
pharma|weekly|M01AB|B_rich,linear,kNN,k=50,False,-0.1088602984562403,,False,0.01
pharma|weekly|M01AB|B_rich,linear,kNN,k=200,False,-0.0065234748274618,-0.0134435187011932,True,0.04
pharma|weekly|M01AB|B_rich,linear,Ridge,alpha=0.1,False,-0.0556819938625161,,False,0.01
pharma|weekly|M01AB|B_rich,linear,Ridge,alpha=10,False,-0.0544964459112509,,False,0.0
pharma|weekly|M01AB|B_rich,linear,Ridge,alpha=1000,False,-0.0169087576030975,-0.0217206407758248,True,0.0
pharma|weekly|M01AB|B_rich,linear,MLP,"hidden=(32,)",False,-0.0094015953003432,-0.0297516236337789,True,0.02
pharma|weekly|M01AB|B_rich,linear,MLP,"hidden=(64, 32)",False,-0.145444627896915,,False,0.42
pharma|weekly|M01AE|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.1159922050104245,-0.0128860402350439,True,0.12
pharma|weekly|M01AE|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300, ""subsample"": 0.8}",False,-0.4116869551559321,,False,0.39
pharma|weekly|M01AE|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",False,-0.6388102686168142,,False,0.61
pharma|weekly|M01AE|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",False,-0.3928266702281402,,False,0.87
pharma|weekly|M01AE|A_lag1,linear,XGBoost,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",False,-1.0026047300289331,,False,0.68
