group,n_configs,n_duplicate_configs,gate_closed,mean_w,resid_val_r2_negative,resid_val_r2_median,resid_test_r2_negative,resid_test_r2_median,regime_agree_val_test,ungated_worse_than_S1,ungated_mean_pct,ungated_worst_pct,gated_worse_than_S1,gated_mean_pct,gated_worst_pct,gated_aug_worse_than_S1,gated_aug_mean_pct,gated_aug_worst_pct,AR-LRX_beats_Naive,AR-LRX_vs_Naive_geomean_pct,AR-LRX_beats_XGBoost,AR-LRX_vs_XGBoost_geomean_pct,"AR-LRX_beats_LR-XGB (residual, tanpa gerbang)","AR-LRX_vs_LR-XGB (residual, tanpa gerbang)_geomean_pct",distinct_gate_closed,distinct_gated_worse_than_S1,distinct_ungated_worse_than_S1
seed1,32,12,13,0.153125,31,-0.1376430209443412,28,-0.0958721515217356,27,18,1.7203053815840788,9.8880209233835,9,0.17778276099196558,4.320486235815957,6,0.04394624601366942,3.1688293328434147,30,-16.72159836195466,23,-1.7224326014696256,20,-1.4571734604502895,9,5,12
seed2,32,12,17,0.153125,32,-0.0994095045624092,27,-0.07526640995880934,27,18,1.6270126342171316,10.579118330047098,8,0.15148606193289665,1.3678054595018363,7,-0.051173260943765744,2.256423459175272,30,-16.74142852040138,23,-1.767154613369093,18,-1.3953595660433415,11,5,12
seed3,32,12,13,0.125,32,-0.16232010516579096,29,-0.09236260432071369,29,17,1.9987759184580598,14.987930155506302,8,0.20109485201563332,5.583696988109188,3,-0.06409580012790399,3.78522593973718,30,-16.70364508247073,24,-2.251076559675236,21,-1.6907088941446324,9,5,12
seed4,32,12,13,0.14375,30,-0.1857565466694537,28,-0.0876949630939318,26,16,1.3727465156485528,10.149402086818494,8,0.12438830778611737,2.1062377033015167,1,-0.14275038480100546,1.075929429091449,30,-16.764600025509335,23,-1.4628062653260665,17,-1.1870848166528392,9,5,11
seed42,32,12,17,0.13749999999999998,31,-0.10688434806849074,26,-0.0864579241582204,25,19,1.7658634297855562,11.382374690480335,8,0.2185296891333531,4.481690987499132,5,0.30878661761424664,14.478296107537524,30,-16.687834730001306,25,-1.6289060374717224,21,-1.4500657359006297,11,5,12
