model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s,note
SeasonalNaive(s=7),N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,7.847873015873016,2.801405542914666,2.1787301587301586,-0.8162337960321493,0.8891110791114557,79.36972426456744,2.511528605299084,7.255528391167193,2.693608804404825,2.1228706624605675,-0.8787488419848966,0.8788780721489677,78.63586500450135,5.112774483243222,0.0,
LR,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,5.2531433805716725,2.2919736867101403,1.905808851129704,-0.21573533668287714,0.7274274169407499,62.32415222541202,3.320251974157873,4.645671054039993,2.155381881254455,1.7629831366345512,-0.20295154845590968,0.7032639147317814,59.40873592073984,4.295684500120711,0.011,
GRNN,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.1}",16,standard,42,5.213301722322168,2.2832655829583572,1.9006305333812652,-0.2065147789526034,0.7246636359011411,62.24704335804607,3.3513093760395285,4.623768603736487,2.150295003885859,1.7531511517077394,-0.197280120969741,0.7016041544252146,59.19671300313297,4.196035564455385,0.85,
P_NN,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.1}",16,standard,42,5.181861104761905,2.2763701598733683,1.8381333333333332,-0.19923847465135225,0.7224751640907919,62.842367953886615,3.132793792948968,4.848780479495268,2.201994659279461,1.7082208201892748,-0.255544768039319,0.7184728598544481,60.77055192680704,3.3262507761812756,0.71,
RBFNN,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.01, ""gamma"": 1.0, ""n_centers"": 10}",60,standard,42,5.23928084729759,2.288947541403601,1.906254526604056,-0.21252712964638643,0.7264669778762058,62.31585604811873,3.382644017113389,4.644393855779562,2.1550855796880923,1.7547118327739764,-0.20262083032989575,0.7031672366436368,59.18245712226262,4.243421207782375,5.563,
XGBoost,N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.331220175999178,2.3089435194476233,1.9189018702128577,-0.2338046548604915,0.732813308439296,62.54711440172541,3.317541156670962,4.67996274712004,2.163322155186333,1.7687966103057378,-0.21183105042881523,0.7058546890989322,59.417350130956606,4.196046041834413,5.244,
LR+XGB (average),N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.269391677474424,2.2955155580989697,1.9089730990296767,-0.2194956811613178,0.7285515373311592,62.391817889496714,3.3174637242462497,4.642014995094367,2.1545335910805306,1.7599684723316282,-0.2020048473832925,0.7029871322860668,59.28427802742773,4.244599881262028,5.34,
LR-XGB (residual),N02BA,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,5.333321156054457,2.3093984402987844,1.9195163597968696,-0.23429088482031224,0.7329576913794631,62.55887301354617,3.3215966000967594,4.679212141682377,2.16314866379599,1.7681598041443223,-0.2116366884167371,0.7057980818520188,59.397783423409365,4.205068020253378,5.318,
Naive,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,217.44338421587304,14.745961623979396,11.26143492063492,-0.17738576461804145,0.49498648361352615,39.65327459694022,0.6401810403773499,267.6145699621451,16.358929364788672,12.260832807570978,0.035374640876223995,0.5550064058152501,45.59922383129986,0.6090563105445783,0.0,
SeasonalNaive(s=7),N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,230.10919060634924,15.169350368633102,11.791273015873015,-0.24596701943676735,0.5091986259791271,41.051854594294824,0.6799729413046828,266.48052583596217,16.32423124793208,11.935097791798109,0.039462339549118264,0.5538292091481757,44.49239311465449,0.6478070977049389,0.0,
LR,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.16846348047192283,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691217,11.141617867165255,0.2588274728647224,0.48649492568369396,40.123373437841536,0.62185815126519,0.011,
GRNN,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.35}",16,standard,42,153.77160222251274,12.40046782272801,9.839505716933525,0.1673763903547716,0.4162538950836071,34.422160944292315,0.6016851052466542,206.11482252241774,14.356699569274888,11.037743999549376,0.2570524664462597,0.48707712159105204,39.47554569226145,0.612826808547034,0.836,
P_NN,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.2}",16,standard,42,188.27510306269838,13.721337509976875,10.54836984126984,-0.019448933695513926,0.4605923152202637,37.26365300938044,0.5151295640802296,219.87988084305985,14.828347205371873,10.879739747634067,0.20743586923412982,0.5030786247141649,39.38648026967615,0.490444129643935,0.689,
RBFNN,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 1.0, ""gamma"": 0.01, ""n_centers"": 20}",60,standard,42,153.6045139265719,12.3937288144679,9.863897971897593,0.16828111956409864,0.41602768277634805,34.56556781097105,0.6099051607054897,203.5074574852951,14.265604000016792,11.087420791287665,0.2664507979184848,0.4839865388669495,39.9359045462361,0.6215848204157971,6.712,
XGBoost,N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,156.3816289320099,12.505264048871975,9.946712917654855,0.1532439378816074,0.41977165247357723,34.663867229079116,0.5987058025031782,203.4899291194104,14.26498962913785,10.946068590952395,0.26651397947933475,0.48396569521845906,39.07560741324525,0.6022380834744682,7.727,
LR+XGB (average),N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,153.9028867859083,12.405760226036463,9.869408242084107,0.16666552680464142,0.41643154834016083,34.479523790329786,0.6020326992736319,202.51838865688435,14.230895567633274,10.986606872213263,0.27001592844907885,0.482808992226879,39.35176340253182,0.6099284205438091,7.501,
LR-XGB (residual),N02BE,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,158.85448822129626,12.603748974860467,10.007030300703148,0.13985420273004812,0.4230775546891851,34.80096516755009,0.6028069357074654,202.66922065488424,14.236194036851431,10.961514001742676,0.2694722496416859,0.48298875242337586,39.13963743583572,0.6044580812587246,5.669,
Naive,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,217.44338421587304,14.745961623979396,11.26143492063492,-0.17738576461804145,0.49498648361352615,39.65327459694022,0.6401810403773499,267.6145699621451,16.358929364788672,12.260832807570978,0.035374640876223995,0.5550064058152501,45.59922383129986,0.6090563105445783,0.0,
SeasonalNaive(s=7),N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,230.10919060634924,15.169350368633102,11.791273015873015,-0.24596701943676735,0.5091986259791271,41.051854594294824,0.6799729413046828,266.48052583596217,16.32423124793208,11.935097791798109,0.039462339549118264,0.5538292091481757,44.49239311465449,0.6478070977049389,0.0,
LR,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,153.57083492845794,12.392370028709518,9.86939933741544,0.16846348047192283,0.4159820716048506,34.57583006066338,0.6084517399038339,205.6223851477789,14.339539223691217,11.141617867165255,0.2588274728647224,0.48649492568369396,40.123373437841536,0.62185815126519,0.01,
GRNN,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.35}",16,standard,42,153.77160222251274,12.40046782272801,9.839505716933525,0.1673763903547716,0.4162538950836071,34.422160944292315,0.6016851052466542,206.11482252241774,14.356699569274888,11.037743999549376,0.2570524664462597,0.48707712159105204,39.47554569226145,0.612826808547034,0.838,
P_NN,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.2}",16,standard,42,188.27510306269838,13.721337509976875,10.54836984126984,-0.019448933695513926,0.4605923152202637,37.26365300938044,0.5151295640802296,219.87988084305985,14.828347205371873,10.879739747634067,0.20743586923412982,0.5030786247141649,39.38648026967615,0.490444129643935,0.635,
RBFNN,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 1.0, ""gamma"": 0.01, ""n_centers"": 20}",60,standard,42,153.6045139265719,12.3937288144679,9.863897971897591,0.16828111956409864,0.41602768277634805,34.56556781097105,0.6099051607054897,203.50745748529508,14.265604000016792,11.087420791287665,0.2664507979184848,0.4839865388669495,39.93590454623611,0.6215848204157973,6.691,
XGBoost,N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,156.3816289320099,12.505264048871975,9.946712917654855,0.1532439378816074,0.41977165247357723,34.663867229079116,0.5987058025031782,203.4899291194104,14.26498962913785,10.946068590952395,0.26651397947933475,0.48396569521845906,39.07560741324525,0.6022380834744682,5.4,
LR+XGB (average),N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,153.9028867859083,12.405760226036463,9.869408242084107,0.16666552680464142,0.41643154834016083,34.479523790329786,0.6020326992736319,202.51838865688435,14.230895567633274,10.986606872213263,0.27001592844907885,0.482808992226879,39.35176340253182,0.6099284205438091,5.243,
LR-XGB (residual),N02BE,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,158.85448822129626,12.603748974860467,10.007030300703148,0.13985420273004812,0.4230775546891851,34.80096516755009,0.6028069357074654,202.66922065488424,14.236194036851431,10.961514001742676,0.2694722496416859,0.48298875242337586,39.13963743583572,0.6044580812587246,5.407,
Naive,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,36.112,6.009326085344346,4.477460317460317,-0.5700891855747092,0.6556309631765964,51.482848952749436,1.037593235641704,34.789652996845426,5.898275425651589,4.513564668769717,-0.8613666472123493,0.6920910978425946,58.41854125142585,1.4696289793176036,0.0,
SeasonalNaive(s=7),N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,42.736761904761906,6.5373359944829135,4.9523809523809526,-0.8581227207894293,0.7132380293232605,55.1438964833201,1.2884391726352744,33.49817034700316,5.7877603912915365,4.490220820189275,-0.7922678628672513,0.6791234986820466,58.98982476196507,1.3497836088745436,0.0,
LR,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,22.121535572971776,4.703353651701281,3.4966883742269155,0.03819274004682072,0.5131464395559379,39.37344562383443,0.8682197354640178,19.658609097174086,4.433803006130751,3.492097883087328,-0.05180351489516477,0.5202530178203465,44.6846688968021,1.2961836959440327,0.009,
GRNN,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.5}",16,standard,42,21.88016746935972,4.677624126558238,3.455731758423655,0.048687020319969965,0.5103392906157679,39.08326080061931,0.8488420496030442,19.257245138814305,4.388307776217879,3.4850322228318023,-0.030329156253192435,0.5149147042719379,44.808011624921626,1.2694614856616346,0.834,
P_NN,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.35}",16,standard,42,40.62325173405661,6.37363724525146,5.090059523935318,-0.7662308437782821,0.6953781283784324,68.47900754815862,0.7293733337289671,35.71716902164738,5.976384276604658,4.836732124162981,-0.9109919594705052,0.701256224342492,68.64903608838392,1.0318588227170515,0.817,
RBFNN,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.1, ""gamma"": 1.0, ""n_centers"": 10}",60,standard,42,21.865466608997117,4.676052460034758,3.471367469968112,0.04932618906924913,0.5101678182706251,39.168315143496244,0.8579942517765463,19.69716834934231,4.438149203141137,3.50660534879507,-0.05386656812348756,0.5207629913368894,44.86792908676874,1.276031232247521,6.012,
XGBoost,N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,22.548097762658838,4.748483733009816,3.513976276639908,0.019646531556492763,0.5180702327161583,39.508421515890255,0.8808568297522316,19.877701406790553,4.458441589478386,3.49944596756896,-0.06352571050941203,0.5231440568050963,44.775934775204306,1.2772689667062351,5.179,
LR+XGB (average),N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,42,22.15090438445821,4.70647473003502,3.4895315792068606,0.036915833386762076,0.5134869562070626,39.28790835567192,0.8695084244806811,20.01733841437589,4.474074028709839,3.5159006848734444,-0.07099677291579631,0.5249783339876439,45.0235344582323,1.2861219020810257,6.088,
LR-XGB (residual),N05B,A_lag1,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,22.318606451802413,4.72425723810658,3.501918219919053,0.0296244288028108,0.5154270677485359,39.402252132106504,0.8753519513238462,19.893133880008307,4.460171956327279,3.500961943737221,-0.06435140115180316,0.5233470943721303,44.79178007004501,1.279937258995549,5.053,
Naive,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,36.112,6.009326085344346,4.477460317460317,-0.5700891855747092,0.6556309631765964,51.482848952749436,1.037593235641704,34.789652996845426,5.898275425651589,4.513564668769717,-0.8613666472123493,0.6920910978425946,58.41854125142585,1.4696289793176036,0.0,
SeasonalNaive(s=7),N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},0,none,42,42.736761904761906,6.5373359944829135,4.9523809523809526,-0.8581227207894293,0.7132380293232605,55.1438964833201,1.2884391726352744,33.49817034700316,5.7877603912915365,4.490220820189275,-0.7922678628672513,0.6791234986820466,58.98982476196507,1.3497836088745436,0.0,
LR,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,{},1,none,42,22.121535572971776,4.703353651701281,3.4966883742269155,0.03819274004682072,0.5131464395559379,39.37344562383443,0.8682197354640178,19.658609097174086,4.433803006130751,3.492097883087328,-0.05180351489516477,0.5202530178203465,44.6846688968021,1.2961836959440327,0.01,
GRNN,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.5}",16,standard,42,21.88016746935972,4.677624126558238,3.455731758423655,0.048687020319969965,0.5103392906157679,39.08326080061931,0.8488420496030442,19.257245138814305,4.388307776217879,3.4850322228318023,-0.030329156253192435,0.5149147042719379,44.808011624921626,1.2694614856616346,0.833,
P_NN,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""sigma"": 0.35}",16,standard,42,40.62325173405661,6.37363724525146,5.090059523935318,-0.7662308437782821,0.6953781283784324,68.47900754815862,0.7293733337289671,35.71716902164738,5.976384276604658,4.836732124162981,-0.9109919594705052,0.701256224342492,68.64903608838392,1.0318588227170515,0.66,
RBFNN,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""alpha"": 0.1, ""gamma"": 1.0, ""n_centers"": 10}",60,standard,42,21.86546660899711,4.676052460034758,3.471367469968112,0.04932618906924935,0.5101678182706251,39.16831514349625,0.8579942517765462,19.69716834934231,4.438149203141137,3.50660534879507,-0.05386656812348756,0.5207629913368894,44.86792908676874,1.276031232247521,5.442,
XGBoost,N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,22.548097762658838,4.748483733009816,3.513976276639908,0.019646531556492763,0.5180702327161583,39.508421515890255,0.8808568297522316,19.877701406790553,4.458441589478386,3.49944596756896,-0.06352571050941203,0.5231440568050963,44.775934775204306,1.2772689667062351,5.527,
LR+XGB (average),N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 300, ""subsample"": 0.8}",12,none,42,22.15090438445821,4.70647473003502,3.4895315792068606,0.036915833386762076,0.5134869562070626,39.28790835567192,0.8695084244806811,20.01733841437589,4.474074028709839,3.5159006848734444,-0.07099677291579631,0.5249783339876439,45.0235344582323,1.2861219020810257,7.624,
LR-XGB (residual),N05B,B_rich,pacf_train,1,1,1473,315,317,2014-01-03,2018-01-14,2018-01-15,2018-11-25,2018-11-26,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,22.318606451802413,4.72425723810658,3.501918219919053,0.0296244288028108,0.5154270677485359,39.402252132106504,0.8753519513238462,19.893133880008307,4.460171956327279,3.500961943737221,-0.06435140115180316,0.5233470943721303,44.79178007004501,1.279937258995549,5.503,
Naive,N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,{},0,none,42,3.245222929936306,1.801450229658401,0.9968152866242038,-0.9423898790733811,2.8282768605636894,170.12558275058277,1.14360616103027,2.7626582278481013,1.662124612611251,1.1044303797468353,-1.146047749072324,2.3343616781562457,170.49054797798516,1.0397716095374023,0.0,
SeasonalNaive(s=7),N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,{},0,none,42,2.8853503184713376,1.6986318961067868,0.9617834394904459,-0.726992375309601,2.6668520768876554,174.4593489569741,1.0456056110833476,2.6487341772151898,1.6274932187923825,1.0727848101265822,-1.0575509346775886,2.2857238095039683,166.73606125867434,1.0011821716055178,0.0,
LR,N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,{},1,none,42,1.6750876542176854,1.2942517738901058,0.8495322279728027,-0.0026039431987692208,2.031975285007466,166.9933340045415,0.6374896487402409,1.3115294470067507,1.1452202613500821,0.8518890191874211,-0.018803118394875806,1.6083982337183376,158.08401182796632,0.6219326037169545,0.008,
GRNN,N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""sigma"": 5.0}",16,standard,42,1.6766302010536496,1.2948475590020818,0.8507103389940182,-0.003527216399674682,2.0329106676332684,167.1752902968492,0.6398961713652694,1.3071063936450964,1.1432875376059586,0.8496101883466405,-0.01536726678821565,1.6056838305932573,158.27022364829043,0.6238703109650446,0.84,
P_NN,N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""sigma"": 0.05}",16,standard,42,1.9181863646496813,1.3849860521498696,0.6902547770700638,-0.14810780686343517,2.1744281018752956,189.3400517536891,0.9048320625441281,1.6151089841772153,1.2708693812415244,0.7455759493670886,-0.2546253333333335,1.7848654420992076,186.63910365544442,0.9028549858383266,0.771,
RBFNN,N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""alpha"": 1.0, ""gamma"": 1.0, ""n_centers"": 5}",60,standard,42,1.6850324963145644,1.298088015627047,0.8499266598536893,-0.008556311049917165,2.0379981845344637,167.19822262282102,0.6405174096535262,1.309235416178674,1.1442182554821758,0.852230930605249,-0.017021102926848997,1.6069909721438558,158.22841824481526,0.62356116641123,6.418,
XGBoost,N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.702841166242428,1.3049295637092555,0.8490909117801934,-0.019215480227031234,2.0487394150235314,167.61966890076948,0.6465352974569292,1.3105261975321847,1.1447821616063838,0.8496733883136436,-0.018023788814782504,1.6077829469671878,158.4525885495531,0.6275932928890113,5.97,
LR+XGB (average),N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.6870625351143385,1.298869714449582,0.8496460389678587,-0.009771366811551552,2.039225451685844,167.2497239349217,0.6412463808789195,1.3101720443239708,1.14462746967036,0.8508975583182974,-0.017748680700556463,1.6075656907370388,158.31110061149684,0.6244198558493077,5.291,
LR-XGB (residual),N05C,A_lag1,pacf_train,1,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1.701696261280945,1.3044908053646622,0.8489287558232218,-0.018530210876450903,2.0480505644225198,167.5855195717442,0.6461056560051406,1.3107473565981342,1.1448787519201036,0.8498063368148049,-0.018195586365012728,1.6079186026966787,158.46051813675376,0.6276969099433299,5.832,
Naive,N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,{},0,none,42,3.245222929936306,1.801450229658401,0.9968152866242038,-0.9423898790733811,2.8282768605636894,170.12558275058277,1.14360616103027,2.7626582278481013,1.662124612611251,1.1044303797468353,-1.146047749072324,2.3343616781562457,170.49054797798516,1.0397716095374023,0.0,
SeasonalNaive(s=7),N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,{},0,none,42,2.8853503184713376,1.6986318961067868,0.9617834394904459,-0.726992375309601,2.6668520768876554,174.4593489569741,1.0456056110833476,2.6487341772151898,1.6274932187923825,1.0727848101265822,-1.0575509346775886,2.2857238095039683,166.73606125867434,1.0011821716055178,0.0,
LR,N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,{},1,none,42,1.6328380334848944,1.2778255097957993,0.8435138580167302,0.02268406858896721,2.006186050379405,166.4662038517874,0.6325619685318218,1.3157798107060052,1.1470744573505267,0.8571858049201146,-0.02210482374430267,1.611002348990073,157.0940017377655,0.6141574023080745,0.011,
GRNN,N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""sigma"": 3.0}",16,standard,42,1.6678819844544555,1.2914650535165306,0.845858209882695,0.0017089253844431163,2.027600134020953,167.33440883265723,0.6422880853843361,1.3122007570206682,1.1455133159508308,0.8469173932678157,-0.01932459561915767,1.608809812624278,158.95322059756566,0.6318451703371615,2.606,
P_NN,N05C,B_rich,pacf_train,8,7,1469,314,316,2014-01-09,2018-01-16,2018-01-17,2018-11-26,2018-11-27,2019-10-08,"{""sigma"": 3.0}",16,standard,42,1.9181863646496813,1.3849860521498696,0.6902547770700638,-0.14810780686343517,2.1744281018752956,189.3400517536891,0.9048320625441281,1.6151089841772153,1.2708693812415244,0.7455759493670886,-0.2546253333333335,1.7848654420992076,186.63910365544442,0.9028549858383266,3.081,
