model,category,feature_set,lag_rule,n_features,n_lags,n_train,n_val,n_test,train_start,train_end,val_start,val_end,test_start,test_end,params,n_grid,scaler,seed,val_MSE,val_RMSE,val_MAE,val_R2,val_nRMSE,val_SMAPE,val_RMSPE,test_MSE,test_RMSE,test_MAE,test_R2,test_nRMSE,test_SMAPE,test_RMSPE,runtime_s
LR-XGB (residual),N05B,B_rich,acf_full,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,360.994910451728,18.999866064047083,13.19543476661195,-0.5228871244268123,0.29613257581120767,19.572983937896183,0.24129246200189688,176.69596510121985,13.29270345344467,10.295419549213435,-0.16762734848609573,0.22633415711373073,18.073466471656904,0.3277941795074284,5.976
LR,N05C,B_rich,acf_full,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},1,none,42,17.659626898755008,4.202335885999001,2.787213246262259,-0.08207350662109025,0.9035022154897852,68.904493375253,0.6035741439547535,8.649548295964209,2.941011440978122,2.4123457709263696,-0.11067440071829582,0.6015705220182522,58.05904326021262,1.1261556910723465,0.012
LR-XGB (residual),N05C,B_rich,acf_full,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,16.90609356316999,4.111702027527042,2.9999892541293947,-0.03590161049513929,0.8840159359183141,74.92281697139053,0.8519870925494036,8.662351426908149,2.943187290491067,2.296614385043107,-0.11231842989784435,0.6020155821459,55.275063827036895,1.2531741119584858,5.959
LR,R03,B_rich,acf_full,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},1,none,42,552.0732474890453,23.49623900731871,17.94200808918741,0.05314966058096604,0.48318553882295984,40.92385320485504,1.1251795150117032,713.517209522314,26.71174291434975,18.83879141520894,0.1912994768640235,0.5271960272692094,38.48032058277108,0.5320799290362752,0.008
LR-XGB (residual),R03,B_rich,acf_full,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,631.1563813149737,25.122825902254185,19.355640410523655,-0.08248431995689165,0.5166352864624418,44.37432858208792,1.023025901756413,699.8442461827549,26.454569476420417,18.585862309138744,0.20679641577166819,0.5221203264723635,38.09606389741646,0.5757451368456686,4.644
LR,R06,B_rich,acf_full,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,{},1,none,42,69.38078682149396,8.329513000259617,6.405952128088666,0.6249738693917666,0.3385369264917655,27.865005340476273,0.408226425108261,79.69377989817822,8.927137273402836,6.663411575061467,0.5226584844074853,0.35984850160495846,29.74831197601932,1.9484451334648163,0.008
LR-XGB (residual),R06,B_rich,acf_full,1,1,210,45,46,2014-01-12,2018-01-14,2018-01-21,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,92.11080522328723,9.597437430027206,7.345230034671894,0.5021105921013216,0.390069259710282,31.69223250646941,0.41633472223995344,94.38591548271516,9.715241401154948,7.038248563492589,0.434657058497282,0.391616590388047,30.19174507564799,1.7162954293866115,4.627
LR,M01AB,B_rich,pacf_significant,13,12,203,43,44,2014-03-30,2018-02-11,2018-02-18,2018-12-09,2018-12-16,2019-10-13,{},1,none,42,62.22462053384301,7.888258396746585,6.2028000482457175,-0.2494637003528044,0.22942926689806292,17.741967157878193,0.24158215378466122,76.43185216891719,8.742531222072769,6.158057856466721,-0.07120118011424337,0.23580375019689692,17.58558870615715,0.6390121985621218,0.017
LR-XGB (residual),M01AB,B_rich,pacf_significant,13,12,203,43,44,2014-03-30,2018-02-11,2018-02-18,2018-12-09,2018-12-16,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,64.66125170772341,8.041222028256863,6.599588616386094,-0.2983909927459456,0.23387819999259019,18.808773528157037,0.24710468179214787,86.36466783780725,9.293259268836055,6.691560726507172,-0.21041073168781232,0.2506579995517657,18.9060558395411,0.655540032052013,7.269
LR,M01AE,B_rich,pacf_significant,5,4,208,44,46,2014-02-02,2018-01-21,2018-01-28,2018-11-25,2018-12-02,2019-10-13,{},1,none,42,34.277259005368386,5.854678386159942,4.715533821847931,-0.1417153973339178,0.2165952677960061,17.456146631007055,0.22679939890473166,89.71456644486675,9.471777364616777,7.438800554122286,0.1439899685992556,0.3578512248140706,28.206228265488598,0.6373164144024321,0.008
LR-XGB (residual),M01AE,B_rich,pacf_significant,5,4,208,44,46,2014-02-02,2018-01-21,2018-01-28,2018-11-25,2018-12-02,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,35.2297522222533,5.935465628091304,4.722763285216108,-0.17344127633151518,0.21958401169387562,17.392342365252123,0.21860544281357186,101.774435725194,10.08833166213294,7.882417712501548,0.028920928080780506,0.38114513281435275,29.404303515629103,0.6774887755421468,5.346
LR,N02BA,B_rich,pacf_significant,26,25,193,41,43,2014-06-29,2018-03-04,2018-03-11,2018-12-16,2018-12-23,2019-10-13,{},1,none,42,31.70267753845752,5.630513079503281,4.690016945947449,-0.28555547723515184,0.27222999558919164,21.73342324881912,0.35273708776524587,37.11704060884211,6.092375612915056,4.796252594430968,-0.2507882756177393,0.28565276562571956,23.652800153917152,0.8701295493349415,0.011
LR-XGB (residual),N02BA,B_rich,pacf_significant,26,25,193,41,43,2014-06-29,2018-03-04,2018-03-11,2018-12-16,2018-12-23,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,35.657575054424974,5.971396407409658,4.906109690211153,-0.44592805640888633,0.2887113829054198,22.24739582579471,0.37285278684859646,39.05782542293579,6.249626022646138,5.034824798035767,-0.31618979608235964,0.29302575397861075,24.647984413453734,0.8990151900956662,6.518
LR,N02BE,B_rich,pacf_significant,22,21,196,42,43,2014-06-01,2018-02-25,2018-03-04,2018-12-16,2018-12-23,2019-10-13,{},1,none,42,1272.3917442347783,35.67060055893057,28.725220215935007,0.5323660183337542,0.17997626010634052,14.930082440277964,0.19008598288760417,3366.312535448822,58.01993222547595,44.75102635776413,0.5623974944658987,0.28951252299789065,22.279401872956655,0.3971169796444184,0.01
LR-XGB (residual),N02BE,B_rich,pacf_significant,22,21,196,42,43,2014-06-01,2018-02-25,2018-03-04,2018-12-16,2018-12-23,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,1231.3340948275807,35.09037040026196,28.07127027743274,0.5474556730388713,0.177048704855748,14.607572403626056,0.19316827817466403,3662.269728723032,60.51668967089188,44.837673125498306,0.5239246527603774,0.30197104405453434,21.898441395374448,0.38988651070596153,7.129
LR,N05B,B_rich,pacf_significant,25,24,194,41,43,2014-06-22,2018-03-04,2018-03-11,2018-12-16,2018-12-23,2019-10-13,{},1,none,42,220.27352347579142,14.841614584531948,11.424066630445068,-0.17674361086084422,0.2363865270630914,17.757684959557764,0.2305020577265977,172.6293564524766,13.13884912967938,9.999131088920345,-0.07839515509776995,0.22281531494565918,17.42557473583732,0.3194472161135696,0.011
LR-XGB (residual),N05B,B_rich,pacf_significant,25,24,194,41,43,2014-06-22,2018-03-04,2018-03-11,2018-12-16,2018-12-23,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,200.46295644238887,14.158494144589984,10.358787701896432,-0.0709117441151843,0.22550627765060577,16.06585262007454,0.22498589482083636,203.40904182224787,14.262154178883632,11.628340411840304,-0.2706722061179583,0.24186489576115958,20.041588247242256,0.3315720623703337,9.615
LR,N05C,B_rich,pacf_significant,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,{},1,none,42,17.659626898755008,4.202335885999001,2.787213246262259,-0.08207350662109025,0.9035022154897852,68.904493375253,0.6035741439547535,8.649548295964209,2.941011440978122,2.4123457709263696,-0.11067440071829582,0.6015705220182522,58.05904326021262,1.1261556910723465,0.012
LR-XGB (residual),N05C,B_rich,pacf_significant,11,10,204,43,45,2014-03-16,2018-02-04,2018-02-11,2018-12-02,2018-12-09,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,16.90609356316999,4.111702027527042,2.9999892541293947,-0.03590161049513929,0.8840159359183141,74.92281697139053,0.8519870925494036,8.662351426908149,2.943187290491067,2.296614385043107,-0.11231842989784435,0.6020155821459,55.275063827036895,1.2531741119584858,7.323
LR,R03,B_rich,pacf_significant,22,21,196,42,43,2014-06-01,2018-02-25,2018-03-04,2018-12-16,2018-12-23,2019-10-13,{},1,none,42,400.43656193832396,20.0109110721707,15.249384902901351,0.38374220134859793,0.4066077721486064,36.088824298539166,0.9158868412913561,801.0225850840908,28.302342395711538,20.973023037367945,0.08933208042466301,0.5776787910104997,43.437949294309455,0.7424930250893103,0.01
LR-XGB (residual),R03,B_rich,pacf_significant,22,21,196,42,43,2014-06-01,2018-02-25,2018-03-04,2018-12-16,2018-12-23,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,406.28069654999825,20.156405844048642,14.7671567131846,0.3747482835270589,0.4095641245525123,36.15389887811079,0.7917704972258167,880.2687132134179,29.669322762972158,22.278967120731377,-0.0007613925706819735,0.6055802118488632,45.062649582289836,0.797392022069863,7.76
LR,R06,B_rich,pacf_significant,27,26,193,41,42,2014-07-06,2018-03-11,2018-03-18,2018-12-23,2018-12-30,2019-10-13,{},1,none,42,81.44147687926734,9.024493164675086,6.559457037300989,0.5539175984296054,0.3470828672016796,28.672477811175845,0.3372997473130429,80.20342184969613,8.955636317409061,6.810137350088219,0.5141650350095924,0.34575521462231745,28.178256739169804,3.0141900326644016,0.011
LR-XGB (residual),R06,B_rich,pacf_significant,27,26,193,41,42,2014-07-06,2018-03-11,2018-03-18,2018-12-23,2018-12-30,2019-10-13,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",12,none,42,83.18832732541287,9.120763527545973,6.687901460147471,0.544349510127915,0.3507854345328364,28.76214298875659,0.338187843549613,80.67744629669637,8.982062474548725,6.909532530076659,0.511293615744657,0.34677546391668707,29.021198353226136,3.1609033626091025,8.746
