variant,model,source_archived,platform,python,cross_fit_folds,runtime_min,orig_RMSE_archived,orig_RMSE_before,orig_RMSE_after,orig_MAE_archived,orig_MAE_before,orig_MAE_after,orig_RMSPE_archived,orig_RMSPE_before,orig_RMSPE_after,orig_R2_archived,orig_R2_before,orig_R2_after,test_RMSE_archived,test_RMSE_before,test_RMSE_after,gate_w_archived,gate_w_before,gate_w_after,resid_val_r2_archived,resid_val_r2_before,resid_val_r2_after,gate_val_gain_pct_archived,gate_val_gain_pct_before,gate_val_gain_pct_after,stage1_only_test_RMSE_archived,stage1_only_test_RMSE_before,stage1_only_test_RMSE_after,orig_RMSE_change_pct,legacy_reproduces_archived
V3_sales_lagged,AR-LRX [struct_linear],exp05b_rossmann_arlrx_audit,Windows-10-10.0.22621-SP0,3.10.11,5,10.54,1004.694829345863,1004.694829345863,998.1491945320547,690.8928241836433,690.8928241836433,685.6976843890311,0.1272572968337094,0.1272572968337094,0.12670344392127716,0.8965767488749334,0.8965767488749334,0.8979199738319094,0.1302702257082584,0.1302702257082584,0.12901199713650918,0.8,0.8,0.8,0.0981224076978186,0.09812240769781866,0.09715667343381551,8.3518,8.3518,8.6019,0.1594603811759019,0.1594603811759019,0.1594603811759019,-0.6515047776318347,True
V3_sales_lagged,"LR-XGB (residual, tanpa gerbang)",exp05b_rossmann_arlrx_audit,Windows-10-10.0.22621-SP0,3.10.11,5,10.9,1058.824313099529,1058.824313099529,1061.4973104562596,704.8383709499276,704.8383709499276,705.9013824261966,0.1341271702040215,0.13412717020402157,0.13422904252316972,0.8851323696959067,0.8851323696959067,0.8845516719728868,0.1322138830645023,0.1322138830645023,0.13242803003981604,,,,,,,,,,,,,0.25244956350745296,True
V3_sales_lagged,AR-LRX-Aug [structural],exp05d_rossmann_arlrx_dev,Windows-10-10.0.22621-SP0,3.10.11,5,10.02,945.4212919564136,945.4212919564137,954.9045691828286,645.6386027207665,645.6386027207665,650.5441164644368,0.1199713620104164,0.11997136201041649,0.12002298007851911,0.9084200063292718,0.9084200063292718,0.9065735613261832,0.1211382697989844,0.12113826979898448,0.12150011668988847,0.9000000000000002,0.9000000000000002,0.9000000000000002,0.2316488641181177,0.2316488641181177,0.23849419079093326,15.639,15.639,15.7997,0.1607401521589509,0.1607401521589509,0.1607401521589509,1.0030742175047278,True
V3_sales_lagged,AR-LRX-Aug [struct_linear],exp05d_rossmann_arlrx_dev,Windows-10-10.0.22621-SP0,3.10.11,5,11.31,956.2671670678836,956.2671670678836,961.3417085650145,652.9697460191202,652.9697460191202,656.2605853476426,0.1212605318274489,0.12126053182744898,0.12152717472435047,0.906306742004306,0.9063067420043059,0.9053097155288939,0.1230207941456997,0.12302079414569972,0.12351559502513541,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.1965585785100019,0.1965585785100019,0.19182515067778017,13.9663,13.9663,13.7646,0.1594603811759019,0.1594603811759019,0.1594603811759019,0.5306614795413824,True
